,GISS ,QAMC ,MRDS ,IGRD ,NLCS ,MARK ,MPHC ,SALM ,DOBK ,QIIB ,QGTS ,QNNC ,BLDN ,QINS ,ERES ,QNBK ,VFQS ,COMB ,GWCS ,QIMC ,AHCS ,QISB ,QOIS ,KINS ,ORDS ,QIGD ,QGMS ,IQCD ,BRES ,UDCD ,DBIS ,QFLS ,QFBQ ,QEWC ,MKDM ,QANC ,DICO ,MCCS ,MCGS ,FALH ,IHGS ,WDAM ,MERS ,QIIC ,QLMI ,QGIR ,ZHCD ,AABQ ,QCFD 
"Oct 06, 2021",1.610,1.907,1.082,1.460,1.110,4.591,2.300,0.961,2.920,9.708,3.160,7.515,1.63,2.450,1.605,19.500,1.668,6.121,5.055,3.146,1.017,18.280,0.962,4.599,7.240,2.542,3.267,15.750,3.149,1.537,2.276,17.940,1.621,16.930,5.46,5.010,1.930,4.199,8.288,1.80,4.980,4.148,19.650,7.800,4.81,2.040,15.143,,
"Oct 05, 2021",1.610,1.907,1.084,1.430,1.109,4.519,2.297,0.957,2.878,9.701,3.122,7.500,1.63,2.440,1.610,19.200,1.664,6.130,5.055,3.199,1.013,18.150,0.955,4.622,7.225,2.550,3.256,15.610,3.148,1.534,2.279,17.900,1.616,16.820,5.46,4.971,1.902,4.264,8.297,1.76,4.975,4.170,19.650,7.850,4.81,,15.190,,
"Oct 04, 2021",1.584,1.855,1.100,1.429,1.131,4.498,2.262,0.952,2.862,9.705,3.129,7.499,1.62,2.420,1.603,19.150,1.670,6.140,5.055,3.140,1.020,18.220,0.955,4.489,7.296,2.537,3.210,15.600,3.142,1.532,2.281,17.950,1.611,16.970,5.46,4.930,1.935,4.335,8.250,1.78,5.008,4.154,19.690,7.910,4.81,,15.238,,3.730
"Oct 03, 2021",1.593,1.844,1.048,1.440,1.062,4.466,2.251,0.951,2.860,9.701,3.110,7.458,1.62,2.415,1.570,19.000,1.680,6.140,5.074,3.100,1.012,18.120,0.940,4.475,7.345,2.519,3.159,15.460,3.136,1.537,2.282,17.970,1.616,17.000,5.44,4.912,1.902,4.000,8.199,,5.010,4.115,19.640,7.939,4.85,2.089,15.048,,
"Oct 02, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 01, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 30, 2021",1.601,1.840,1.039,1.425,1.044,4.479,2.257,0.950,2.865,9.722,3.094,7.361,1.62,2.405,1.569,19.150,1.637,6.149,5.060,3.200,1.012,18.250,0.940,4.514,7.339,2.545,3.148,15.450,3.148,1.542,2.282,17.940,1.595,16.930,5.50,4.936,1.938,4.000,8.120,1.77,4.996,4.118,19.630,7.920,4.84,2.000,15.048,3.819,3.700
"Sep 29, 2021",1.594,1.869,1.040,1.422,1.045,4.460,2.273,0.950,2.849,9.612,3.092,7.471,1.62,2.405,1.563,19.010,1.630,6.099,5.059,3.000,1.012,18.180,0.936,4.439,7.270,2.547,3.094,15.240,3.129,1.533,2.276,18.000,1.594,16.960,,4.909,1.900,4.015,8.271,1.77,5.018,4.114,19.540,7.860,4.84,2.070,15.048,,3.645
"Sep 28, 2021",1.610,1.884,1.046,1.429,1.046,4.445,2.261,0.952,2.814,9.670,3.073,7.360,1.62,2.420,1.569,19.000,1.625,6.065,5.060,3.042,1.011,18.150,0.941,4.466,7.198,2.537,3.111,15.020,3.107,1.532,2.291,18.000,1.612,17.000,5.44,4.908,1.930,4.049,8.339,1.77,5.031,4.154,19.880,,4.84,2.090,14.819,,3.660
"Sep 27, 2021",1.574,1.872,1.040,1.420,1.043,4.442,2.270,0.946,2.790,9.679,3.085,7.370,1.62,2.420,1.565,19.000,1.625,6.042,5.080,3.049,1.015,18.120,0.936,4.529,7.209,2.540,3.050,14.500,3.106,1.523,2.284,17.880,1.614,16.880,5.37,4.942,1.930,3.980,8.256,1.78,5.129,4.137,19.860,,4.80,,15.048,3.724,3.660
"Sep 26, 2021",1.570,1.876,1.041,1.386,1.041,4.455,2.272,0.943,2.785,9.689,3.065,7.376,1.62,2.426,1.566,19.030,1.618,6.025,5.109,3.023,1.024,18.140,0.935,4.487,7.190,2.533,3.100,14.480,3.115,1.520,2.282,17.970,1.610,16.780,5.44,4.929,1.950,3.950,8.290,1.78,5.029,4.159,20.070,7.820,4.90,2.070,15.114,,3.730
"Sep 25, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 24, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 23, 2021",1.538,1.819,1.037,1.377,1.044,4.446,2.220,0.934,2.777,9.714,3.070,7.377,1.62,2.425,1.560,19.100,1.600,6.000,5.080,3.028,1.021,17.980,0.935,4.439,7.109,2.523,3.100,14.180,3.100,1.515,2.267,17.950,1.616,16.680,5.37,4.929,1.932,3.906,8.275,1.79,4.960,4.159,19.900,7.860,4.84,2.070,,3.800,
"Sep 22, 2021",1.538,1.767,1.043,1.375,1.049,4.449,2.238,0.939,2.768,9.730,3.046,7.369,1.62,2.441,1.560,19.000,1.600,5.919,5.100,3.049,1.005,17.980,0.940,4.400,7.060,2.511,3.010,13.900,3.110,1.517,2.249,17.870,1.638,16.570,5.49,4.918,1.939,,8.238,1.76,4.970,4.165,19.980,7.802,4.90,,14.857,,
"Sep 21, 2021",1.543,1.744,1.040,1.380,1.046,4.450,2.275,0.949,2.767,9.663,3.043,7.371,1.62,2.441,1.560,18.950,1.599,5.974,5.050,2.979,1.000,17.960,0.941,4.426,7.038,2.526,3.000,13.620,3.101,1.516,2.279,17.880,1.623,16.570,5.37,4.919,,,8.208,1.78,4.959,4.179,19.900,7.801,4.84,2.072,14.876,,
"Sep 20, 2021",1.544,1.752,1.047,1.385,1.044,4.450,2.329,0.955,2.774,9.672,3.056,7.388,1.64,2.450,1.570,19.030,1.592,5.995,5.060,3.000,1.004,18.010,0.944,4.433,7.040,2.524,3.001,13.560,3.118,1.528,2.270,17.980,1.656,16.680,5.37,4.935,1.940,3.989,8.242,1.78,4.980,4.156,20.000,,4.84,2.080,14.857,,3.976
"Sep 19, 2021",1.565,1.770,1.045,1.410,1.051,4.466,2.394,0.954,2.797,9.702,3.062,7.439,1.64,2.469,1.579,19.150,1.600,6.000,5.059,2.980,1.000,18.210,0.949,4.412,7.047,2.522,3.000,13.630,3.118,1.521,2.278,17.990,1.621,16.120,5.37,4.950,1.915,3.950,8.269,1.78,5.009,4.220,19.980,7.900,4.86,2.075,15.038,3.705,
"Sep 18, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 17, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 16, 2021",1.578,1.762,1.054,1.400,1.048,4.442,2.199,0.956,2.767,9.740,3.075,7.335,1.66,2.450,1.571,19.300,1.580,6.030,5.050,2.940,0.995,18.190,0.950,4.419,6.970,2.543,3.027,13.470,3.119,1.516,2.294,17.970,1.609,16.500,5.54,4.940,1.915,3.950,8.185,1.74,4.990,4.236,19.890,,4.85,,15.019,3.695,
"Sep 15, 2021",1.582,1.780,1.048,1.364,1.050,4.470,2.144,0.955,2.787,9.702,3.061,7.310,1.66,2.456,1.571,19.000,1.610,5.986,5.060,2.943,1.002,18.190,0.957,4.449,6.970,2.543,3.011,13.200,3.091,1.543,2.291,17.930,1.602,16.550,5.50,4.940,1.924,3.997,8.290,1.78,5.023,4.269,19.920,,4.95,2.071,15.019,3.571,
"Sep 14, 2021",1.581,1.780,1.057,1.399,1.061,4.475,2.092,0.960,2.790,9.679,3.072,7.405,1.63,2.465,1.589,19.050,1.609,6.007,5.075,2.949,0.991,18.190,0.951,4.478,6.972,2.553,3.013,13.280,3.090,1.550,2.291,17.970,1.574,16.660,5.22,4.943,1.900,4.010,8.222,1.77,4.999,4.245,19.900,7.928,4.93,2.071,15.048,,3.977
"Sep 13, 2021",1.568,1.714,1.046,1.399,1.040,4.482,2.010,0.968,2.784,9.620,3.048,7.489,1.62,2.485,1.590,19.050,1.608,5.990,5.067,2.950,0.987,18.140,0.954,4.420,6.974,2.507,3.013,13.150,3.090,1.536,2.299,17.950,1.573,16.700,5.29,4.923,1.915,3.862,8.400,1.77,4.979,4.202,19.900,,4.92,2.079,15.048,,
"Sep 12, 2021",1.560,1.714,1.045,1.359,1.038,4.476,1.973,0.954,2.820,9.690,3.050,7.485,1.62,2.500,1.563,19.000,1.610,5.990,5.060,2.930,0.984,18.270,0.945,4.498,6.950,2.502,2.960,13.090,3.094,1.526,2.325,17.990,1.604,16.700,5.26,4.997,1.900,3.995,8.295,1.75,4.979,4.269,19.900,,4.90,2.066,15.048,,
"Sep 11, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 10, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 09, 2021",1.527,1.702,1.050,1.336,1.040,4.485,1.985,0.958,2.827,9.699,3.050,7.498,1.62,2.470,1.560,19.070,1.620,6.055,5.094,2.959,0.987,18.300,0.952,4.470,6.984,2.510,2.963,13.100,3.095,1.526,2.278,18.000,1.634,16.700,5.26,4.998,1.917,3.978,8.339,1.75,4.988,4.225,19.900,7.900,4.87,,14.981,,
"Sep 08, 2021",1.495,1.628,1.037,1.312,1.032,4.505,1.970,0.943,2.797,9.715,3.055,7.497,1.60,2.469,1.564,19.060,1.608,6.029,5.080,2.960,0.980,18.300,0.944,4.527,6.979,2.513,2.989,12.990,3.090,1.528,2.282,17.990,1.656,16.700,5.35,4.991,1.880,3.903,8.427,1.74,4.954,4.219,19.900,7.900,4.89,,15.019,,
"Sep 07, 2021",1.503,1.625,1.047,1.259,1.041,4.518,1.974,0.940,2.806,9.691,3.056,7.490,1.61,2.469,1.569,19.000,1.603,6.030,5.087,2.948,0.980,18.300,0.949,4.499,6.970,2.527,3.059,12.890,3.096,1.519,2.294,17.980,1.638,16.810,5.36,4.952,1.890,,8.477,1.73,4.979,4.227,19.800,,4.83,,14.971,,
"Sep 06, 2021",1.495,1.621,1.052,1.250,1.039,4.519,1.994,0.940,2.806,9.690,3.074,7.480,1.62,2.467,1.564,18.990,1.599,5.966,5.099,2.948,0.981,18.300,0.950,4.516,6.945,2.519,3.061,13.000,3.113,1.518,2.299,17.830,1.595,16.790,5.37,4.960,1.880,3.997,8.438,1.70,4.961,4.250,19.960,7.762,4.83,,15.190,3.648,
"Sep 05, 2021",1.503,1.619,1.049,1.238,1.047,4.518,1.999,0.940,2.835,9.675,3.080,7.499,1.62,2.465,1.571,18.970,1.595,6.000,5.114,,0.980,18.280,0.959,4.564,6.912,2.536,2.981,12.940,3.090,1.530,2.306,17.990,1.588,16.700,5.21,4.967,1.880,4.004,8.414,1.69,4.970,4.230,19.900,,4.83,2.180,15.238,,
"Sep 04, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 03, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 02, 2021",1.505,1.620,1.044,1.228,1.042,4.521,1.995,0.942,2.835,9.668,3.090,7.500,1.62,2.470,1.579,18.940,1.599,5.995,5.068,2.948,0.980,18.300,0.950,4.594,6.950,2.560,2.962,13.000,3.106,1.518,2.312,17.980,1.577,16.720,5.33,5.000,1.880,4.016,8.449,1.69,5.011,4.160,19.930,7.900,4.83,,,,
"Sep 01, 2021",1.497,1.625,1.053,1.230,1.050,4.520,1.999,0.948,2.835,9.626,3.080,7.498,1.63,2.469,1.586,19.160,1.589,6.035,5.100,2.900,0.987,18.300,0.946,4.409,6.915,2.599,3.007,13.000,3.100,1.519,2.313,18.050,1.592,16.740,5.17,4.967,1.881,3.901,8.451,1.69,4.989,4.046,19.930,,4.82,2.100,15.048,3.638,
"Aug 31, 2021",1.488,1.630,1.064,1.240,1.061,4.550,2.000,0.950,2.880,9.600,3.095,7.490,1.65,2.490,1.582,19.170,1.587,6.038,5.100,2.881,0.991,18.300,0.950,4.390,6.913,2.621,3.045,12.850,3.070,1.515,2.319,18.300,1.585,16.600,5.35,5.000,1.910,4.000,8.450,1.69,5.000,4.044,19.810,7.930,4.90,2.090,15.019,,
"Aug 30, 2021",1.496,1.583,1.070,1.258,1.059,4.560,1.991,0.958,2.812,9.671,3.100,7.440,1.62,2.465,1.570,19.110,1.590,6.040,5.109,2.878,0.986,18.310,0.944,4.439,7.000,2.612,2.960,13.080,3.091,1.525,2.327,17.990,1.587,16.680,5.16,4.994,1.900,3.949,8.500,1.67,5.010,4.051,19.980,7.948,4.82,2.099,15.324,,
"Aug 29, 2021",1.492,1.580,1.031,1.233,1.046,4.534,1.990,0.947,2.780,9.651,3.100,7.441,1.61,2.465,1.568,19.050,1.597,6.040,5.100,2.893,0.981,18.340,0.943,4.439,6.943,2.595,2.850,13.000,3.083,1.520,2.327,17.990,1.592,16.710,5.26,5.000,1.900,3.937,8.460,1.68,5.015,4.040,19.980,7.751,4.95,2.100,15.048,,3.977
"Aug 28, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 27, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 26, 2021",1.490,1.571,1.028,1.163,1.037,4.563,1.986,0.928,2.768,9.700,3.100,7.518,1.60,2.479,1.550,19.130,1.582,6.095,5.130,2.870,0.987,18.440,0.936,4.419,7.016,2.612,2.858,12.880,3.090,1.515,2.272,17.930,1.581,16.700,5.26,5.027,1.900,3.880,8.590,1.67,4.998,4.030,19.980,7.800,4.86,2.100,,3.762,
"Aug 25, 2021",1.489,1.580,1.045,1.173,1.058,4.549,1.978,0.939,2.780,9.695,3.085,7.520,1.62,2.465,1.556,19.180,1.589,6.040,5.129,2.920,0.995,18.440,0.948,4.422,7.000,2.592,2.892,13.180,3.090,1.525,2.272,18.000,1.585,16.800,5.22,5.028,1.900,3.917,8.563,1.65,4.983,4.063,20.000,,4.86,,15.438,3.714,
"Aug 24, 2021",1.514,1.595,1.053,1.199,1.072,4.545,1.990,0.958,2.782,9.670,3.109,7.552,1.61,2.488,1.585,19.100,1.606,6.110,5.100,2.900,1.007,18.550,0.952,4.490,7.000,2.566,2.760,13.150,3.120,1.551,2.300,18.050,1.576,16.900,5.29,4.990,1.900,3.867,8.599,1.55,4.994,4.098,20.000,,4.91,,14.952,,3.976
"Aug 23, 2021",1.517,1.580,1.048,1.207,1.070,4.520,1.987,0.967,2.790,9.606,3.120,7.499,1.61,2.469,1.572,19.130,1.606,6.040,5.086,2.900,1.007,18.430,0.953,4.527,6.956,2.565,2.731,13.200,3.082,1.512,2.312,18.150,1.559,17.030,5.29,4.997,1.931,3.959,8.679,1.55,5.003,4.090,19.850,7.950,5.00,,15.324,4.114,3.977
"Aug 22, 2021",1.510,1.582,1.040,1.222,1.071,4.474,1.939,0.950,2.801,9.531,3.053,7.440,1.61,2.470,1.570,19.150,1.600,6.056,5.078,2.919,0.993,18.230,0.950,4.479,7.000,2.568,2.760,13.190,3.072,1.512,2.304,18.030,1.564,16.940,5.26,4.979,1.935,3.850,8.585,1.60,5.043,4.073,19.850,7.874,5.00,,,,3.977
"Aug 21, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 20, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 19, 2021",1.531,1.590,1.041,1.220,1.070,4.485,1.936,0.958,2.848,9.520,3.035,7.468,1.60,2.464,1.567,19.180,1.600,5.900,5.055,2.870,0.994,18.030,0.953,4.490,7.000,2.566,2.776,13.090,3.080,1.520,2.291,18.090,1.576,16.920,5.38,4.975,1.906,3.878,8.630,,4.985,4.062,19.880,7.870,4.91,,15.143,3.810,3.800
"Aug 18, 2021",1.555,1.606,1.045,1.220,1.070,4.400,1.987,0.958,2.860,9.490,3.050,7.480,1.61,2.489,1.570,19.400,1.591,5.697,5.043,2.853,1.011,17.410,0.969,4.531,7.050,2.580,2.807,13.300,3.080,1.521,2.303,18.000,1.583,17.000,5.44,4.999,1.965,3.920,8.656,,5.039,4.096,19.900,8.080,5.00,,15.143,3.714,3.999
"Aug 17, 2021",1.557,1.610,1.060,1.233,1.074,4.400,1.985,0.951,2.853,9.507,3.065,7.490,1.63,2.470,1.582,19.200,1.597,5.694,5.023,2.899,1.007,17.410,0.965,4.479,7.039,2.585,2.779,13.300,3.085,1.506,2.315,18.080,1.594,17.040,5.44,4.990,1.965,3.950,8.620,1.60,5.060,4.073,19.960,7.890,5.10,2.100,15.352,,
"Aug 16, 2021",1.583,1.614,1.070,1.261,1.084,4.390,1.980,0.973,2.870,9.450,3.030,7.528,1.61,2.470,1.590,19.000,1.602,5.700,5.024,2.900,0.990,17.370,0.975,4.485,6.999,2.558,2.768,13.300,3.105,1.505,2.361,18.000,1.609,17.060,5.43,4.995,1.962,3.951,8.697,,5.077,4.098,19.960,7.910,5.10,2.100,15.429,3.495,
"Aug 15, 2021",1.615,1.615,1.060,1.290,1.090,4.405,1.970,0.975,2.900,9.401,3.010,7.599,1.59,2.470,1.578,19.000,1.601,5.697,5.026,2.891,0.980,17.270,0.960,4.495,7.013,2.618,2.799,13.310,3.098,1.502,2.358,17.900,1.603,16.900,5.43,4.970,1.967,4.010,8.640,1.59,5.097,4.090,19.980,7.910,5.10,2.031,15.429,,
"Aug 14, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 13, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 12, 2021",1.577,1.592,1.072,1.228,1.105,4.394,1.969,0.968,2.878,9.350,3.027,7.484,1.58,2.460,1.600,19.040,1.610,5.620,5.073,2.874,0.988,17.280,0.955,4.470,6.982,2.627,2.824,13.330,3.090,1.500,2.349,18.050,1.592,16.910,5.43,4.980,1.907,4.083,8.658,1.55,5.045,4.101,19.900,8.060,5.13,,15.333,,
"Aug 11, 2021",1.550,1.630,1.101,1.270,1.118,4.370,1.984,0.985,2.835,9.410,3.025,7.464,1.65,2.467,1.619,18.800,1.619,5.695,5.091,2.874,1.001,17.030,0.983,4.594,7.012,2.660,2.900,13.320,3.084,1.520,2.388,18.200,1.638,17.160,5.31,5.000,1.930,3.889,8.684,1.55,5.137,4.179,20.130,8.080,5.05,2.100,15.238,,3.805
"Aug 10, 2021",1.558,1.620,1.115,1.364,1.113,4.430,1.997,0.988,2.796,9.400,3.030,7.405,1.64,2.439,1.610,18.500,1.613,5.601,5.100,2.899,1.007,17.290,0.998,4.620,7.030,2.620,2.999,13.400,3.095,1.532,2.416,18.130,1.632,17.000,5.48,4.972,1.930,3.855,8.699,1.55,5.089,4.165,20.160,8.089,5.01,,14.781,,3.800
"Aug 09, 2021",1.512,1.655,1.158,1.476,1.155,4.444,2.010,1.019,2.762,9.420,3.040,7.400,1.67,2.440,1.651,18.490,1.616,5.709,5.106,2.900,1.021,17.220,1.015,4.607,7.100,2.699,3.019,13.400,3.118,1.538,2.481,17.940,1.656,17.000,5.37,5.000,1.925,3.968,8.750,1.61,5.207,4.191,20.200,8.095,4.99,2.080,14.838,3.752,4.044
"Aug 08, 2021",1.508,1.683,1.118,1.342,1.144,4.445,2.029,1.013,2.794,9.532,3.042,7.485,1.63,2.468,1.658,18.490,1.623,5.690,5.112,2.870,1.004,17.270,0.997,4.600,7.058,2.570,3.019,13.400,3.096,1.544,2.561,17.890,1.647,17.000,5.30,4.971,1.940,3.850,8.672,1.60,5.383,4.165,20.290,8.102,4.92,2.100,14.810,,
"Aug 07, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 06, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2021",1.455,1.661,1.104,1.262,1.112,4.450,1.990,0.991,2.811,9.500,3.038,7.497,1.61,2.455,1.640,18.320,1.614,5.631,5.134,2.862,0.999,17.300,0.991,4.638,7.040,2.534,3.019,13.370,3.096,1.499,2.328,17.860,1.612,17.100,5.40,5.005,1.950,3.800,8.655,1.64,5.258,4.149,20.170,8.101,4.92,2.070,14.857,3.667,3.800
"Aug 04, 2021",1.460,1.660,1.120,1.256,1.125,4.430,1.984,1.000,2.815,9.449,3.040,7.498,1.58,2.440,1.665,18.210,1.611,5.567,5.140,2.898,0.999,17.200,0.993,4.638,7.095,2.440,2.973,13.330,3.071,1.508,2.327,17.800,1.608,16.830,5.57,5.035,1.960,3.734,8.688,1.56,5.216,4.152,20.160,8.111,5.00,,14.952,3.810,
"Aug 03, 2021",1.452,1.650,1.098,1.142,1.100,4.450,1.960,0.939,2.812,9.400,3.040,7.498,1.58,2.435,1.580,18.100,1.600,5.520,5.130,2.900,0.975,17.300,0.950,4.690,7.100,2.440,2.930,13.330,3.070,1.503,2.306,17.880,1.589,16.900,5.62,5.008,1.950,3.703,8.671,1.52,5.064,4.091,20.140,8.056,4.90,2.080,14.762,3.714,3.805
"Aug 02, 2021",1.456,1.596,1.071,1.077,1.082,4.445,1.961,0.912,2.850,9.311,3.048,7.497,1.58,2.483,1.552,18.100,1.598,5.520,5.188,2.868,0.968,17.220,0.923,4.688,7.133,2.414,2.827,13.300,3.069,1.500,2.282,17.720,1.585,16.720,,5.027,1.939,3.712,8.683,1.55,5.020,4.051,20.110,8.365,5.00,2.080,,3.810,3.800
"Aug 01, 2021",1.432,1.522,1.060,1.053,1.064,4.372,1.902,0.888,2.851,9.216,3.015,7.473,1.54,2.460,1.546,18.000,1.590,5.515,5.149,2.825,0.953,17.240,0.910,4.625,7.072,2.361,2.753,13.210,3.030,1.499,2.239,17.700,1.568,16.750,,4.978,1.925,3.680,8.604,1.54,4.984,4.077,19.960,8.400,,2.100,14.714,3.810,3.989
"Jul 31, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 29, 2021",1.420,1.467,1.037,1.050,1.055,4.320,1.912,0.876,2.950,9.212,3.040,7.494,1.46,2.500,1.531,18.200,1.576,5.500,5.163,2.840,0.946,17.220,0.899,4.675,7.090,2.329,2.715,13.350,3.060,1.457,2.224,17.990,1.548,16.500,,5.036,1.906,3.688,8.610,1.56,5.010,4.051,20.080,8.250,5.05,,14.724,,
"Jul 28, 2021",1.430,1.476,1.057,1.057,1.070,4.395,1.892,0.890,2.808,9.231,3.040,7.499,1.46,2.379,1.550,18.090,1.575,5.449,5.148,2.803,0.944,17.180,0.896,4.666,7.140,2.319,2.740,13.180,3.012,1.446,2.258,17.780,1.534,16.700,,5.049,1.906,3.695,8.738,1.57,5.000,4.119,19.960,8.230,5.03,2.073,14.667,,3.700
"Jul 27, 2021",1.433,1.485,1.065,1.070,1.075,4.410,1.881,0.904,2.734,9.251,3.040,7.483,1.48,2.390,1.582,18.060,1.580,5.270,5.189,2.839,0.945,17.050,0.912,4.667,7.144,2.364,2.760,13.080,3.030,1.460,2.249,17.780,1.567,16.620,,4.911,1.911,3.638,8.740,1.62,4.969,4.098,19.850,8.300,5.03,,14.781,,
"Jul 26, 2021",1.451,1.503,1.079,1.066,1.100,4.425,1.898,0.914,2.715,9.300,3.028,7.400,1.49,2.400,1.597,18.000,1.587,5.310,5.190,2.840,0.953,16.900,0.925,4.634,7.250,2.398,2.800,13.100,3.073,1.463,2.282,17.670,1.589,16.800,,5.000,1.925,3.780,8.691,1.64,5.005,4.149,20.000,8.300,5.01,2.100,14.762,3.676,
"Jul 25, 2021",1.467,1.514,1.084,1.076,1.117,4.444,1.880,0.920,2.793,9.350,3.035,7.386,1.50,2.480,1.615,18.000,1.590,5.447,5.200,2.840,0.955,17.200,0.933,4.610,7.286,2.420,2.830,13.250,3.096,1.483,2.301,17.650,1.581,17.220,,4.948,1.925,3.765,8.779,1.69,5.023,4.138,20.000,8.300,5.00,2.078,14.924,3.700,3.994
"Jul 24, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 23, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 22, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 21, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 20, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 19, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 18, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 17, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 16, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 15, 2021",1.474,1.516,1.095,1.077,1.143,4.400,1.875,0.912,2.770,9.303,3.012,7.499,1.50,2.451,1.620,17.800,1.586,5.362,5.150,2.800,0.957,17.020,0.934,4.630,7.267,2.395,2.750,13.200,3.072,1.480,2.309,17.680,1.607,16.710,,4.990,1.960,3.710,8.773,1.70,5.072,4.120,19.880,8.296,4.91,,14.790,,3.849
"Jul 14, 2021",1.486,1.526,1.074,1.091,1.140,4.430,1.895,0.920,2.750,9.300,3.049,7.499,1.49,2.475,1.631,18.080,1.593,5.362,5.148,2.800,0.958,17.100,0.940,4.674,7.328,2.420,2.677,13.360,3.092,1.490,2.324,17.780,1.602,16.700,,4.997,1.918,3.880,8.790,1.70,4.999,4.305,19.820,8.100,4.80,2.070,14.781,3.800,3.887
"Jul 13, 2021",1.492,1.520,1.080,1.087,1.143,4.433,1.886,0.920,2.756,9.333,3.088,7.497,1.49,2.450,1.631,17.850,1.600,5.399,5.184,2.840,0.960,17.080,0.936,4.629,7.338,2.390,2.700,13.450,3.100,1.471,2.327,17.700,1.608,16.700,,5.019,1.930,3.857,8.819,1.67,4.991,4.350,19.500,8.200,4.78,2.030,14.943,3.490,3.607
"Jul 12, 2021",1.500,1.517,1.087,1.097,1.158,4.441,1.881,0.928,2.750,9.300,3.175,7.500,1.49,2.480,1.643,17.820,1.604,5.425,5.169,2.849,0.959,17.110,0.948,4.638,7.400,2.400,2.739,13.310,3.086,1.492,2.330,17.700,1.603,16.700,,5.000,1.940,3.800,8.801,1.70,5.045,4.369,19.400,8.200,4.85,,14.762,,
"Jul 11, 2021",1.517,1.520,1.093,1.112,1.174,4.450,1.885,0.944,2.751,9.301,3.193,7.500,1.50,2.460,1.661,17.800,1.609,5.440,5.170,,0.967,17.060,0.956,4.645,7.260,2.405,2.768,13.430,3.134,1.495,2.367,17.750,1.626,16.750,,5.030,1.941,3.888,,1.67,5.050,4.470,19.350,8.200,4.90,2.055,14.933,,3.701
"Jul 10, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 09, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
